#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Status
Torque teno midi virus,432261,PRJNA19131,19131,ssDNA viruses,Anelloviridae,3.245,42.6,"vertebrates, human", Unknown:NC_009225.1/AB290917.1,4,4,2007/03/23,2010/04/28,Complete Genome
Tamarillo leaf malformation virus,945960,PRJNA277199,277199,ssRNA viruses,Potyviridae,9.72,40.4,plants, Unknown:NC_026615.1/KM523548.1,1,1,2015/02/24,2015/03/06,Complete Genome
Alfalfa latent virus,165250,PRJNA277201,277201,ssRNA viruses,Betaflexiviridae,8.041,42.5,plants, Unknown:NC_026616.2/KP784454.2,5,5,2015/03/01,2015/04/22,Complete Genome
Mulberry vein banding virus,1266451,PRJNA277203,277203,ssRNA viruses,Peribunyaviridae,16.93,33.9861,plants, L:NC_026617.1/KM819698.1;  M:NC_026618.2/KM819699.2;  S:NC_026619.1/KM819701.1,5,5,2015/03/01,2015/09/01,Complete Genome
Fusarium globosum mitovirus 1,1562379,PRJNA277229,277229,ssRNA viruses,Narnaviridae,2.414,33.9,fungi, Unknown:NC_026621.1/LC006128.1,1,1,2015/02/24,2015/10/14,Complete Genome
Jutiapa virus,64299,PRJNA277469,277469,ssRNA viruses,Flaviviridae,10.125,45.5,vertebrates, Unknown:NC_026620.1/KJ469371.1,1,1,2015/03/03,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 29,1618253,PRJNA277490,277490,ssDNA viruses,Circoviridae,1.825,36,invertebrates, Unknown:NC_026631.1/KM874368.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 28,1618252,PRJNA277491,277491,ssDNA viruses,Circoviridae,2.422,49,invertebrates, Unknown:NC_026630.1/KM874365.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 27,1618251,PRJNA277492,277492,ssDNA viruses,Circoviridae,2.632,42.7,invertebrates, Unknown:NC_026627.1/KM874360.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 26,1618250,PRJNA277493,277493,ssDNA viruses,Circoviridae,2.456,36.2,invertebrates, Unknown:NC_026626.1/KM874359.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 25,1618249,PRJNA277494,277494,ssDNA viruses,Circoviridae,2.142,42.1,invertebrates, Unknown:NC_026654.1/KM874357.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 24,1618248,PRJNA277495,277495,ssDNA viruses,Circoviridae,2.007,50.1,invertebrates, Unknown:NC_026652.1/KM874354.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 23,1618247,PRJNA277496,277496,ssDNA viruses,Circoviridae,1.942,40.5,invertebrates, Unknown:NC_026651.1/KM874353.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 22,1618246,PRJNA277497,277497,ssDNA viruses,Circoviridae,2.109,39.6,invertebrates, Unknown:NC_026649.1/KM874351.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 21,1618245,PRJNA277498,277498,ssDNA viruses,Circoviridae,1.769,46.1,invertebrates, Unknown:NC_026648.1/KM874350.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 20,1618244,PRJNA277499,277499,ssDNA viruses,Circoviridae,2.537,43.8,invertebrates, Unknown:NC_026647.1/KM874349.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 2,1618243,PRJNA277500,277500,ssDNA viruses,Circoviridae,1.865,34.7,invertebrates, Unknown:NC_026653.1/KM874292.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 19,1618242,PRJNA277501,277501,ssDNA viruses,Circoviridae,2.784,47.2,invertebrates, Unknown:NC_026646.1/KM874347.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 17,1618240,PRJNA277506,277506,ssDNA viruses,Circoviridae,1.741,40.8,invertebrates, Unknown:NC_026645.1/KM874345.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 16,1618239,PRJNA277507,277507,ssDNA viruses,Circoviridae,1.99,53,invertebrates, Unknown:NC_026643.1/KM874342.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 15,1618238,PRJNA277508,277508,ssDNA viruses,Circoviridae,2.817,42.4,invertebrates, Unknown:NC_026642.1/KM874338.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 14,1618237,PRJNA277509,277509,ssDNA viruses,Circoviridae,2.255,44.6,invertebrates, Unknown:NC_026641.1/KM874335.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 13,1618236,PRJNA277510,277510,ssDNA viruses,Circoviridae,2.212,41.5,invertebrates, Unknown:NC_026639.1/KM874330.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 12,1618235,PRJNA277511,277511,ssDNA viruses,Circoviridae,2.161,51.9,invertebrates, Unknown:NC_026638.1/KM874328.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 11,1618234,PRJNA277512,277512,ssDNA viruses,Circoviridae,2.307,54.5,invertebrates, Unknown:NC_026637.1/KM874327.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 10,1618233,PRJNA277513,277513,ssDNA viruses,Circoviridae,1.981,46.6,invertebrates, Unknown:NC_026636.1/KM874322.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 1,1618232,PRJNA277514,277514,ssDNA viruses,Circoviridae,1.763,47,invertebrates, Unknown:NC_026650.1/KM874290.1,2,2,2015/03/02,2015/03/06,Complete Genome
Fusarium coeruleum mitovirus 1,1562380,PRJNA277515,277515,ssRNA viruses,Narnaviridae,2.423,28.5,fungi, Unknown:NC_026622.1/LC006129.1,1,1,2015/02/24,2015/10/14,Complete Genome
Sokoluk virus,64317,PRJNA277516,277516,ssRNA viruses,Flaviviridae,10.242,51.2,vertebrates, Unknown:NC_026624.1/KF917541.1,1,1,2015/03/03,2015/03/06,Complete Genome
Cacipacore virus,64305,PRJNA277517,277517,ssRNA viruses,Flaviviridae,10.284,49.6,vertebrates, Unknown:NC_026623.1/KF917536.1,1,2,2015/03/03,2016/12/28,Complete Genome
Canine papillomavirus 16,1619253,PRJNA277518,277518,"dsDNA viruses, no RNA stage",Papillomaviridae,7.796,50.6,vertebrates, Unknown:NC_026640.1/KP099966.1,8,8,2015/03/03,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 9,1618260,PRJNA277519,277519,ssDNA viruses,Circoviridae,1.806,41.7,invertebrates, Unknown:NC_026635.1/KM874318.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 8,1618259,PRJNA277520,277520,ssDNA viruses,Circoviridae,2.184,42.4,invertebrates, Unknown:NC_026634.1/KM874312.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 7,1618258,PRJNA277521,277521,ssDNA viruses,Circoviridae,1.976,43.2,invertebrates, Unknown:NC_026633.1/KM874309.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 6,1618257,PRJNA277522,277522,ssDNA viruses,Circoviridae,2.096,40.9,invertebrates, Unknown:NC_026632.1/KM874307.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 5,1618256,PRJNA277523,277523,ssDNA viruses,Circoviridae,2.434,49.9,invertebrates, Unknown:NC_026629.1/KM874301.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 4,1618255,PRJNA277524,277524,ssDNA viruses,Circoviridae,1.835,39.2,invertebrates, Unknown:NC_026628.1/KM874298.1,2,2,2015/03/02,2015/03/06,Complete Genome
Avon-Heathcote Estuary associated circular virus 3,1618254,PRJNA277525,277525,ssDNA viruses,Circoviridae,2.656,44.3,invertebrates, Unknown:NC_026625.1/KM874295.1,2,2,2015/03/02,2015/03/06,Complete Genome
Trichomonas vaginalis virus 1,674953,PRJNA14813,14813,dsRNA viruses,Totiviridae,4.647,44.8,protozoa, Unknown:NC_003824.1/U08999.1,1,2,1995/03/09,2016/07/26,Complete Genome
Staphylococcus phage 85,59506,PRJNA15260,15260,"dsDNA viruses, no RNA stage",Siphoviridae,44.283,34.6,bacteria, Unknown:NC_007050.1/AY954953.1,71,71,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 92,320849,PRJNA15280,15280,"dsDNA viruses, no RNA stage",Siphoviridae,42.431,35.7,bacteria, Unknown:NC_007064.1/AY954967.1,64,64,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 69,320834,PRJNA15265,15265,"dsDNA viruses, no RNA stage",Siphoviridae,42.732,34.3,bacteria, Unknown:NC_007048.1/AY954951.1,69,69,2005/04/05,2008/12/08,Complete Genome
Staphylococcus phage 96,320842,PRJNA15273,15273,"dsDNA viruses, no RNA stage",Siphoviridae,43.576,35,bacteria, Unknown:NC_007057.1/AY954960.1,74,74,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 29,320846,PRJNA15277,15277,"dsDNA viruses, no RNA stage",Siphoviridae,42.802,35.4,bacteria, Unknown:NC_007061.1/AY954964.1,67,67,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 53,320835,PRJNA15266,15266,"dsDNA viruses, no RNA stage",Siphoviridae,43.883,34.1,bacteria, Unknown:NC_007049.1/AY954952.1,74,74,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 52A,320847,PRJNA15278,15278,"dsDNA viruses, no RNA stage",Siphoviridae,41.69,35.5,bacteria, Unknown:NC_007062.1/AY954965.1,60,60,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 71,320844,PRJNA15275,15275,"dsDNA viruses, no RNA stage",Siphoviridae,43.114,35.2,bacteria, Unknown:NC_007059.1/AY954962.1,67,67,2005/04/05,2015/02/14,Complete Genome
Staphylococcus phage 88,320848,PRJNA15279,15279,"dsDNA viruses, no RNA stage",Siphoviridae,43.231,35.5,bacteria, Unknown:NC_007063.1/AY954966.1,66,66,2005/04/05,2015/02/14,Complete Genome
Simian torque teno virus 31,1619219,PRJNA278056,278056,ssDNA viruses,Anelloviridae,3.907,58.3,"vertebrates, human", Unknown:NC_026662.1/KP296853.1,4,4,2015/03/02,2015/07/24,Complete Genome
Lactococcus virus sk1,31532,PRJNA14096,14096,"dsDNA viruses, no RNA stage",Siphoviridae,28.451,34.5,bacteria, Unknown:NC_001835.1/AF011378.1,56,56,1997/09/11,2009/05/06,Complete Genome
Lactococcus virus bIL170,63118,PRJNA14087,14087,"dsDNA viruses, no RNA stage",Siphoviridae,31.754,34.3,bacteria, Unknown:NC_001909.1/AF009630.1,64,64,1998/07/01,2013/08/20,Complete Genome
Staphylococcus phage X2,320850,PRJNA15281,15281,"dsDNA viruses, no RNA stage",Siphoviridae,43.44,36,bacteria, Unknown:NC_007065.1/AY954968.1,77,77,2005/04/05,2008/12/08,Complete Genome
Lactococcus virus P008,83129,PRJNA17737,17737,"dsDNA viruses, no RNA stage",Siphoviridae,28.538,34.7,bacteria, Unknown:NC_008363.1/DQ054536.1,58,58,2006/09/13,2013/08/20,Complete Genome
Lactococcus virus 712,213769,PRJNA17757,17757,"dsDNA viruses, no RNA stage",Siphoviridae,30.51,33.9,bacteria, Unknown:NC_008370.1/DQ227763.1,55,55,2006/09/13,2009/01/09,Complete Genome
Lactococcus virus jj50,213775,PRJNA17759,17759,"dsDNA viruses, no RNA stage",Siphoviridae,27.453,34.9,bacteria, Unknown:NC_008371.1/DQ227764.1,49,49,2006/09/13,2009/01/09,Complete Genome
Staphylococcus phage phinm1,387907,PRJNA18293,18293,"dsDNA viruses, no RNA stage",Siphoviridae,43.128,34.2,bacteria, Unknown:NC_008583.1/DQ530359.1,64,64,2006/10/31,2008/12/08,Complete Genome
Lactococcus virus Bibb29,494269,PRJNA30597,30597,"dsDNA viruses, no RNA stage",Siphoviridae,29.305,34.7,bacteria, Unknown:NC_011046.1/EU221285.1,54,54,2008/06/30,2009/04/22,Complete Genome
Simian torque teno virus 32,1619220,PRJNA278303,278303,ssDNA viruses,Anelloviridae,3.812,57.1,"vertebrates, human", Unknown:NC_026664.1/KP296854.1,4,4,2015/03/02,2015/03/18,Complete Genome
Simian torque teno virus 30,1619218,PRJNA278640,278640,ssDNA viruses,Anelloviridae,3.612,53.5,"vertebrates, human", Unknown:NC_026663.1/KP296857.1,3,3,2015/03/02,2015/07/24,Complete Genome
Eel River basin pequenovirus,1609634,PRJNA278641,278641,ssDNA viruses,Microviridae,6.083,30.7,bacteria, Unknown:NC_026665.1/KP087957.1,9,9,2015/02/14,2015/03/18,Complete Genome
Graminella nigrifrons virus 1,1629132,PRJNA279079,279079,ssRNA viruses,Iflaviridae,9.617,38.2,invertebrates, Unknown:NC_026733.1/KP866792.1,1,1,2015/03/17,2015/06/02,Complete Genome
Sclerotinia sclerotiorum negative-stranded RNA virus 3,1435457,PRJNA279033,279033,ssRNA viruses,unclassified,10.009,37.5,fungi, Unknown:NC_026732.1/KC601997.2,6,6,2014/02/28,2016/05/16,Complete Genome
Bat polyomavirus 5b,1623684,PRJNA280292,280292,"dsDNA viruses, no RNA stage",Polyomaviridae,5.047,41.8,vertebrates, Unknown:NC_026767.1/AB972944.1,4,4,2015/02/28,2015/10/07,Complete Genome
Mulberry mosaic dwarf associated virus,1631303,PRJNA280301,280301,ssDNA viruses,Geminiviridae,2.952,43.4,plants, Unknown:NC_026771.1/KP303687.1,5,5,2015/03/25,2015/04/04,Complete Genome
Bat polyomavirus 6c,1623688,PRJNA280305,280305,"dsDNA viruses, no RNA stage",Polyomaviridae,5.046,40.4,vertebrates, Unknown:NC_026769.1/AB972946.1,4,4,2015/02/28,2015/10/07,Complete Genome
Apple geminivirus PL-2015,1633752,PRJNA280298,280298,ssDNA viruses,Geminiviridae,2.932,45.6,plants, Unknown:NC_026760.1/KM386645.1,6,6,2015/03/29,2015/04/04,Complete Genome
Simian torque teno virus 34,1629657,PRJNA280302,280302,ssDNA viruses,Anelloviridae,3.621,56.8,"vertebrates, human", Unknown:NC_026765.1/KP296856.1,4,4,2015/03/02,2015/04/04,Complete Genome
Bat polyomavirus 5a,1623687,PRJNA280306,280306,"dsDNA viruses, no RNA stage",Polyomaviridae,5.075,39.5,vertebrates, Unknown:NC_026768.1/AB972945.1,4,4,2015/02/28,2015/10/07,Complete Genome
Malvastrum yellow vein Cambodia virus,1633139,PRJNA280299,280299,ssDNA viruses,Geminiviridae,2.737,41.5,plants, DNA-A:NC_026763.1/KP188831.1,6,6,2015/03/28,2015/04/04,Complete Genome
Simian torque teno virus 33,1629656,PRJNA280303,280303,ssDNA viruses,Anelloviridae,3.774,60.9,"vertebrates, human", Unknown:NC_026764.1/KP296855.1,4,4,2015/03/02,2015/04/04,Complete Genome
Bat polyomavirus 6d,1623686,PRJNA280307,280307,"dsDNA viruses, no RNA stage",Polyomaviridae,4.956,40.1,vertebrates, Unknown:NC_026766.1/AB972943.1,4,4,2015/02/28,2015/10/07,Complete Genome
Artichoke latent virus,46076,PRJNA280116,280116,ssRNA viruses,Potyviridae,8.287,45.5,plants, Unknown:NC_026759.1/KP405232.1,1,1,2015/03/25,2015/04/04,Complete Genome
Tomato enation leaf curl virus,1632184,PRJNA280300,280300,ssDNA viruses,Geminiviridae,2.756,42.3,plants, DNA-A:NC_026761.1/KP195260.1,6,6,2015/03/25,2015/04/04,Complete Genome
Bat polyomavirus 6b,1623689,PRJNA280304,280304,"dsDNA viruses, no RNA stage",Polyomaviridae,5.039,39.7,vertebrates, Unknown:NC_026770.1/AB972947.1,4,4,2015/02/28,2015/10/07,Complete Genome
Black grass varicosavirus-like virus,1587515,PRJNA280459,280459,unclassified viruses,unclassified,6.552,41.5,plants, 1:NC_026801.1/LN713933.1,1,1,2015/04/02,2015/04/06,Complete Genome
Black grass cryptic virus 2,1587517,PRJNA280458,280458,unclassified viruses,unclassified,3.993,48.0861,plants, 1:NC_026799.1/LN713936.1;  2:NC_026800.1/LN713937.1,2,2,2015/04/02,2015/04/06,Complete Genome
Bat polyomavirus 6a,1623685,PRJNA279594,279594,"dsDNA viruses, no RNA stage",Polyomaviridae,5.019,40.7,vertebrates, Unknown:NC_026762.1/AB972941.1,4,4,2015/02/28,2015/10/07,Complete Genome
Gemycircularvirus SL1,1588764,PRJNA281396,281396,Other,Genomoviridae,2.199,50.9,"vertebrates, human", Unknown:NC_026818.1/KP133075.1,2,2,2015/04/14,2015/04/16,Complete Genome
Canine astrovirus,1157338,PRJNA281400,281400,ssRNA viruses,Astroviridae,6.617,44.9,vertebrates, Unknown:NC_026814.1/KP404149.1,3,3,2015/04/12,2015/04/23,Complete Genome
Mongoose feces-associated gemycircularvirus c,1634488,PRJNA281404,281404,Other,Genomoviridae,2.123,49.9,vertebrates, Unknown:NC_026809.1/KP263546.1,2,2,2015/04/04,2015/11/24,Complete Genome
Chinook salmon bafinivirus,1611837,PRJNA281408,281408,ssRNA viruses,Coronaviridae,27.004,43.9,vertebrates, Unknown:NC_026812.1/KJ681496.1,5,5,2015/04/09,2015/04/16,Complete Genome
Wobbly possum disease virus,1118369,PRJNA281395,281395,ssRNA viruses,Arteriviridae,12.109,50.4,vertebrates, Unknown:NC_026811.1/JN116253.2,10,10,2011/12/05,2015/04/16,Complete Genome
Human genital-associated circular DNA virus-1,1488574,PRJNA281399,281399,Other,Genomoviridae,2.235,54.9,"vertebrates, human", Unknown:NC_026817.1/KJ413144.1,3,3,2015/04/14,2017/03/17,Complete Genome
Taro bacilliform CH virus,1634914,PRJNA281403,281403,Retro-transcribing viruses,Caulimoviridae,7.641,42.9,plants, Unknown:NC_026819.1/KP710178.1,6,6,2015/04/04,2015/08/18,Complete Genome
Mongoose feces-associated gemycircularvirus a,1634485,PRJNA281407,281407,Other,Genomoviridae,2.089,49.2,vertebrates, Unknown:NC_026807.1/KP263544.1,2,2,2015/04/04,2015/11/24,Complete Genome
Badger associated gemykibivirus 1,1634484,PRJNA281125,281125,Other,Genomoviridae,2.112,52.8,vertebrates, Unknown:NC_026806.1/KP263543.1,2,2,2015/04/04,2015/11/24,Complete Genome
Plumeria mosaic virus,1501716,PRJNA281398,281398,ssRNA viruses,Virgaviridae,6.688,40.5,plants, Unknown:NC_026816.1/KJ395757.1,4,4,2015/04/08,2015/04/16,Complete Genome
Rotavirus I,1637496,PRJNA281402,281402,dsRNA viruses,Reoviridae,17.989,35.3453,"vertebrates, human", 1:NC_026825.2/KM369892.2;  10:NC_026823.2/KM369890.2;  11:NC_026824.2/KM369891.2;  2:NC_026826.2/KM369893.2;  3:NC_026827.2/KM369894.2;  4:NC_026828.2/KM369895.2;  5:NC_026820.2/KM369887.2;  6:NC_026829.2/KM369896.2;  7:NC_026822.2/KM369889.2;  8:NC_026821.2/KM369888.2;  9:NC_026830.2/KM369897.2,12,12,2015/04/06,2016/02/12,Complete Genome
Mongoose feces-associated gemycircularvirus b,1634486,PRJNA281406,281406,Other,Genomoviridae,2.189,50.7,vertebrates, Unknown:NC_026808.1/KP263545.1,2,2,2015/04/04,2015/11/24,Complete Genome
Mpulungu bufavirus,1580058,PRJNA281397,281397,ssDNA viruses,Parvoviridae,4.613,37.5,vertebrates, Unknown:NC_026815.1/AB937988.1,3,3,2015/04/02,2015/07/04,Complete Genome
Fusarium graminearum hypovirus 2,1640379,PRJNA281401,281401,dsRNA viruses,Hypoviridae,12.8,49.5,fungi, Unknown:NC_026813.1/KP208178.1,1,1,2015/04/13,2015/04/16,Complete Genome
Mongoose feces-associated gemycircularvirus d,1634487,PRJNA281405,281405,Other,Genomoviridae,2.251,50.6,vertebrates, Unknown:NC_026810.1/KP263547.1,2,2,2015/04/04,2015/11/24,Complete Genome
Bovine hepacivirus,1633878,PRJNA280337,280337,ssRNA viruses,Flaviviridae,8.85,53,"vertebrates, human", Unknown:NC_026797.1/KP265943.1,1,1,2015/03/31,2016/06/17,Complete Genome
Falcovirus A1,1641896,PRJNA282169,282169,ssRNA viruses,Picornaviridae,8.003,41.8,vertebrates, Unknown:NC_026921.1/KP230449.1,1,1,2015/04/20,2015/04/28,Complete Genome
Lambdina fiscellaria nucleopolyhedrovirus,1642929,PRJNA282403,282403,"dsDNA viruses, no RNA stage",Baculoviridae,157.977,43.7,invertebrates, Unknown:NC_026922.1/KP752043.1,137,137,2015/04/22,2015/06/17,Complete Genome
Synechococcus phage ACG-2014e,1493510,PRJNA282474,282474,"dsDNA viruses, no RNA stage",Myoviridae,189.418,38.9,bacteria, Unknown:NC_026928.1/KJ019156.1,213,213,2015/04/10,2015/04/28,Complete Genome
Synechococcus phage ACG-2014d,1493509,PRJNA282475,282475,"dsDNA viruses, no RNA stage",Myoviridae,179.11,40.3,bacteria, Unknown:NC_026923.1/KJ019136.1,218,218,2015/04/10,2015/04/28,Complete Genome
Synechococcus phage ACG-2014j,1493514,PRJNA282477,282477,"dsDNA viruses, no RNA stage",Myoviridae,192.108,38.6,bacteria, Unknown:NC_026926.1/KJ019069.1,230,230,2015/04/10,2015/04/28,Complete Genome
Synechococcus phage ACG-2014g,1493512,PRJNA282478,282478,"dsDNA viruses, no RNA stage",Myoviridae,174.885,39.3,bacteria, Unknown:NC_026924.1/KJ019071.1,216,216,2015/04/10,2015/04/28,Complete Genome
Synechococcus phage ACG-2014f,1493511,PRJNA282479,282479,"dsDNA viruses, no RNA stage",Myoviridae,228.143,41.6,bacteria, Unknown:NC_026927.1/KJ019059.1,292,292,2015/04/10,2015/04/28,Complete Genome
Citrobacter phage Miller,1527524,PRJNA222858,222858,"dsDNA viruses, no RNA stage",Myoviridae,178.171,43.1,bacteria, Unknown:NC_025414.1/KM236237.1,278,277,2014/08/26,2015/05/03,Complete Genome
Yam latent virus,1592930,PRJNA273489,273489,ssRNA viruses,Betaflexiviridae,8.531,46.8,plants, Unknown:NC_026248.1/KJ789130.1,6,6,2015/01/14,2015/05/04,Complete Genome
Zebra finch circovirus,1642515,PRJNA283066,283066,ssDNA viruses,Circoviridae,1.982,56.2,vertebrates, Unknown:NC_026945.1/KP793918.1,4,4,2015/04/21,2015/06/17,Complete Genome
Bhendi yellow vein mosaic alphasatellite,759124,PRJNA283064,283064,Satellites,unclassified,1.37,41.9,plants, Unknown:NC_026947.1/KR068484.1,1,1,2015/04/28,2015/05/05,Complete Genome
Rhizoctonia fumigata mycovirus,1592828,PRJNA283068,283068,unclassified viruses,unclassified,4.001,57.9094,fungi, 1:NC_026954.1/KP209316.1;  2:NC_026955.1/KP209317.1,2,2,2015/04/25,2015/05/05,Complete Genome
Trematomus polyomavirus 1,1631732,PRJNA282773,282773,"dsDNA viruses, no RNA stage",Polyomaviridae,6.219,46.1,vertebrates, Unknown:NC_026944.1/KP768176.1,4,4,2015/04/20,2015/05/05,Complete Genome
Cherax quadricarinatus densovirus,1642018,PRJNA283067,283067,ssDNA viruses,Parvoviridae,6.334,38.9,invertebrates, Unknown:NC_026943.1/KP410261.1,4,4,2015/04/20,2015/05/05,Complete Genome
